DIM_TIME,DIM_GEO_CODE_M49,DIM_GEO_CODE_TYPE,,GEO_NAME_SHORT,RATE_PER_100000_N,RATE_PER_100000_NL,RATE_PER_100000_NU
2013,914,WORLDBANKINCOMEGROUP,none,Upper-middle-income economies,112,97,127
2014,914,WORLDBANKINCOMEGROUP,none,Upper-middle-income economies,109,95,123
2015,914,WORLDBANKINCOMEGROUP,none,Upper-middle-income economies,106,93,119
2016,914,WORLDBANKINCOMEGROUP,none,Upper-middle-income economies,100,91,110
2017,914,WORLDBANKINCOMEGROUP,none,Upper-middle-income economies,98,90,107
2018,914,WORLDBANKINCOMEGROUP,none,Upper-middle-income economies,95,88,103
2019,914,WORLDBANKINCOMEGROUP,none,Upper-middle-income economies,92,86,99
2020,914,WORLDBANKINCOMEGROUP,none,Upper-middle-income economies,90,84,96
2021,914,WORLDBANKINCOMEGROUP,none,Upper-middle-income economies,91,85,98
2022,914,WORLDBANKINCOMEGROUP,none,Upper-middle-income economies,95,87,102
2000,953,WHOREGION,none,Africa,337,267,415
2001,953,WHOREGION,none,Africa,344,273,424
2002,953,WHOREGION,none,Africa,350,276,432
2003,953,WHOREGION,none,Africa,357,279,445
2004,953,WHOREGION,none,Africa,359,277,451
2005,953,WHOREGION,none,Africa,358,275,453
2006,953,WHOREGION,none,Africa,356,271,453
2007,953,WHOREGION,none,Africa,350,267,445
2008,953,WHOREGION,none,Africa,341,274,416
2009,953,WHOREGION,none,Africa,335,272,403
2010,953,WHOREGION,none,Africa,325,266,389
2011,953,WHOREGION,none,Africa,314,263,369
2012,953,WHOREGION,none,Africa,303,250,362
2013,953,WHOREGION,none,Africa,291,242,344
2014,953,WHOREGION,none,Africa,282,237,331
2015,953,WHOREGION,none,Africa,270,231,312
2016,953,WHOREGION,none,Africa,253,221,287
2017,953,WHOREGION,none,Africa,243,214,274
2018,953,WHOREGION,none,Africa,234,207,262
2019,953,WHOREGION,none,Africa,225,201,252
2020,953,WHOREGION,none,Africa,217,193,243
2021,953,WHOREGION,none,Africa,212,188,237
2022,953,WHOREGION,none,Africa,208,184,233
2000,954,WHOREGION,none,Americas,36,32,40
2001,954,WHOREGION,none,Americas,34,31,38
2002,954,WHOREGION,none,Americas,34,31,38
2003,954,WHOREGION,none,Americas,34,31,37
2004,954,WHOREGION,none,Americas,34,30,37
2005,954,WHOREGION,none,Americas,32,29,36
2006,954,WHOREGION,none,Americas,31,28,34
2007,954,WHOREGION,none,Americas,30,28,33
2008,954,WHOREGION,none,Americas,30,27,33
2009,954,WHOREGION,none,Americas,29,27,32
2010,954,WHOREGION,none,Americas,29,26,31
2011,954,WHOREGION,none,Americas,29,27,31
2012,954,WHOREGION,none,Americas,28,26,31
2013,954,WHOREGION,none,Americas,28,26,30
2014,954,WHOREGION,none,Americas,27,25,30
2015,954,WHOREGION,none,Americas,27,26,29
2016,954,WHOREGION,none,Americas,28,26,30
2017,954,WHOREGION,none,Americas,28,26,30
2018,954,WHOREGION,none,Americas,29,27,31
2019,954,WHOREGION,none,Americas,29,26,31
2020,954,WHOREGION,none,Americas,28,26,30
2021,954,WHOREGION,none,Americas,30,28,32
2022,954,WHOREGION,none,Americas,31,29,34
2000,955,WHOREGION,none,South-East Asia,325,168,531
2001,955,WHOREGION,none,South-East Asia,324,168,530
2002,955,WHOREGION,none,South-East Asia,323,168,527
2003,955,WHOREGION,none,South-East Asia,321,167,523
2004,955,WHOREGION,none,South-East Asia,318,167,516
2005,955,WHOREGION,none,South-East Asia,314,166,507
2006,955,WHOREGION,none,South-East Asia,309,166,495
2007,955,WHOREGION,none,South-East Asia,303,166,482
2008,955,WHOREGION,none,South-East Asia,297,166,467
2009,955,WHOREGION,none,South-East Asia,291,165,451
2010,955,WHOREGION,none,South-East Asia,284,165,435
2011,955,WHOREGION,none,South-East Asia,277,183,391
2012,955,WHOREGION,none,South-East Asia,269,185,369
2013,955,WHOREGION,none,South-East Asia,261,184,352
2014,955,WHOREGION,none,South-East Asia,257,205,314
2015,955,WHOREGION,none,South-East Asia,251,211,294
2016,955,WHOREGION,none,South-East Asia,242,217,269
2017,955,WHOREGION,none,South-East Asia,235,216,254
2018,955,WHOREGION,none,South-East Asia,228,210,246
2019,955,WHOREGION,none,South-East Asia,223,205,241
2020,955,WHOREGION,none,South-East Asia,217,197,237
2021,955,WHOREGION,none,South-East Asia,226,205,247
2022,955,WHOREGION,none,South-East Asia,234,211,258
2000,956,WHOREGION,none,Europe,52,39,66
2001,956,WHOREGION,none,Europe,51,39,65
2002,956,WHOREGION,none,Europe,51,39,64
2003,956,WHOREGION,none,Europe,51,40,64
2004,956,WHOREGION,none,Europe,49,38,62
2005,956,WHOREGION,none,Europe,49,38,62
2006,956,WHOREGION,none,Europe,48,37,60
2007,956,WHOREGION,none,Europe,47,36,59
2008,956,WHOREGION,none,Europe,46,35,58
2009,956,WHOREGION,none,Europe,45,34,56
2010,956,WHOREGION,none,Europe,42,33,53
2011,956,WHOREGION,none,Europe,40,32,50
2012,956,WHOREGION,none,Europe,38,30,47
2013,956,WHOREGION,none,Europe,36,29,44
2014,956,WHOREGION,none,Europe,34,28,41
2015,956,WHOREGION,none,Europe,33,27,39
2016,956,WHOREGION,none,Europe,31,26,37
2017,956,WHOREGION,none,Europe,30,25,35
2018,956,WHOREGION,none,Europe,28,24,32
2019,956,WHOREGION,none,Europe,26,23,30
2020,956,WHOREGION,none,Europe,24,21,28
2021,956,WHOREGION,none,Europe,25,22,29
2022,956,WHOREGION,none,Europe,25,21,28
2000,957,WHOREGION,none,Eastern Mediterranean,132,98,171
2001,957,WHOREGION,none,Eastern Mediterranean,131,97,170
2002,957,WHOREGION,none,Eastern Mediterranean,131,96,170
2003,957,WHOREGION,none,Eastern Mediterranean,130,95,169
2004,957,WHOREGION,none,Eastern Mediterranean,129,95,169
2005,957,WHOREGION,none,Eastern Mediterranean,128,94,168
2006,957,WHOREGION,none,Eastern Mediterranean,128,94,168
2007,957,WHOREGION,none,Eastern Mediterranean,127,93,167
2008,957,WHOREGION,none,Eastern Mediterranean,125,92,163
2009,957,WHOREGION,none,Eastern Mediterranean,125,92,163
2010,957,WHOREGION,none,Eastern Mediterranean,125,91,163
2011,957,WHOREGION,none,Eastern Mediterranean,124,90,162
2012,957,WHOREGION,none,Eastern Mediterranean,123,90,161
2013,957,WHOREGION,none,Eastern Mediterranean,122,89,160
2014,957,WHOREGION,none,Eastern Mediterranean,119,88,156
2015,957,WHOREGION,none,Eastern Mediterranean,119,89,152
2016,957,WHOREGION,none,Eastern Mediterranean,117,92,145
2017,957,WHOREGION,none,Eastern Mediterranean,115,90,143
2018,957,WHOREGION,none,Eastern Mediterranean,114,89,141
2019,957,WHOREGION,none,Eastern Mediterranean,113,89,140
2020,957,WHOREGION,none,Eastern Mediterranean,110,87,136
2021,957,WHOREGION,none,Eastern Mediterranean,113,89,138
2022,957,WHOREGION,none,Eastern Mediterranean,110,86,136
2000,958,WHOREGION,none,Western Pacific,135,94,184
2001,958,WHOREGION,none,Western Pacific,133,95,177
2002,958,WHOREGION,none,Western Pacific,129,95,169
2003,958,WHOREGION,none,Western Pacific,126,95,162
2004,958,WHOREGION,none,Western Pacific,123,95,155
2005,958,WHOREGION,none,Western Pacific,120,95,149
2006,958,WHOREGION,none,Western Pacific,117,94,143
2007,958,WHOREGION,none,Western Pacific,115,94,138
2008,958,WHOREGION,none,Western Pacific,113,93,134
2009,958,WHOREGION,none,Western Pacific,112,93,133
2010,958,WHOREGION,none,Western Pacific,108,90,128
2011,958,WHOREGION,none,Western Pacific,107,89,127
2012,958,WHOREGION,none,Western Pacific,107,89,126
2013,958,WHOREGION,none,Western Pacific,104,86,123
2014,958,WHOREGION,none,Western Pacific,102,84,120
2015,958,WHOREGION,none,Western Pacific,100,83,119
2016,958,WHOREGION,none,Western Pacific,99,82,117
2017,958,WHOREGION,none,Western Pacific,98,81,116
2018,958,WHOREGION,none,Western Pacific,96,79,115
2019,958,WHOREGION,none,Western Pacific,94,77,112
2020,958,WHOREGION,none,Western Pacific,93,75,113
2021,958,WHOREGION,none,Western Pacific,94,74,116
2022,958,WHOREGION,none,Western Pacific,96,75,120
